#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PLAU	ATF2	1855748	1845482	9606.ENSP00000361850	9606.ENSP00000264110	0	0	0	0	0	0	0.900	0	0.899
FOXO4	EP300	1856074	1845316	9606.ENSP00000363377	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
CXCL12	MAPK1	1858332	1842512	9606.ENSP00000379140	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
MED15	TGFB1	1845304	1842869	9606.ENSP00000263205	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
BMI1	MAPK11	1856537	1851615	9606.ENSP00000365851	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.899
CXCL12	SDC4	1858332	1855743	9606.ENSP00000379140	9606.ENSP00000361818	0	0	0	0	0	0	0.900	0	0.899
RBBP7	BMI1	1857150	1856537	9606.ENSP00000369424	9606.ENSP00000365851	0	0	0	0	0	0	0.900	0	0.899
RGS6	CHRM4	1862736	1860789	9606.ENSP00000451030	9606.ENSP00000409378	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	GNB1	1859258	1856899	9606.ENSP00000387281	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.899
ETS1	EIF2C3	1858032	1855848	9606.ENSP00000376436	9606.ENSP00000362287	0	0	0	0	0	0	0.900	0	0.899
HCAR3	RGS14	1862042	1859140	9606.ENSP00000436714	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.899
CXCR4	CXCL1	1859216	1858329	9606.ENSP00000386884	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
FOXG1	CDKN1A	1852163	1843736	9606.ENSP00000339004	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
HCAR3	CXCL2	1862042	1861702	9606.ENSP00000436714	9606.ENSP00000427279	0	0	0	0	0	0	0.900	0	0.899
TAS2R40	GRM2	1859132	1858262	9606.ENSP00000386210	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
CXCL12	HCK	1858332	1856392	9606.ENSP00000379140	9606.ENSP00000365012	0	0	0	0	0	0	0.900	0	0.899
HCAR2	DRD3	1857878	1857726	9606.ENSP00000375066	9606.ENSP00000373169	0	0	0	0.632	0	0	0.900	0	0.899
HDAC2	MAX	1861837	1853721	9606.ENSP00000430432	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.899
JUN	CEBPB	1855436	1848728	9606.ENSP00000360266	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.899
CDKN2B	CDKN2C	1846519	1845196	9606.ENSP00000276925	9606.ENSP00000262662	0	0	0	0.854	0	0	0.900	0	0.899
CASR	ADRA2B	1861464	1859258	9606.ENSP00000420194	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.899
ENG	SMAD3	1855851	1851536	9606.ENSP00000362299	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
SMURF1	ACVR2B	1854172	1852317	9606.ENSP00000354621	9606.ENSP00000340361	0	0	0	0	0	0	0.900	0	0.899
TNRC6B	ETS2	1860314	1853968	9606.ENSP00000401946	9606.ENSP00000353344	0	0	0	0	0	0	0.900	0	0.899
CDKN2A	RBBP4	1859838	1855919	9606.ENSP00000394932	9606.ENSP00000362592	0	0	0	0	0	0	0.900	0	0.899
CHRM4	DRD3	1860789	1857726	9606.ENSP00000409378	9606.ENSP00000373169	0	0	0	0.730	0	0	0.900	0	0.899
HMGA2	CDKN1A	1858894	1843736	9606.ENSP00000384026	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
TGFB2	FOS	1854475	1848822	9606.ENSP00000355896	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.899
EIF2C4	EIF2C1	1855854	1855852	9606.ENSP00000362306	9606.ENSP00000362300	0	0	0	0.986	0	0	0.900	0	0.899
AR	PRKACB	1856164	1855328	9606.ENSP00000363822	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.899
SIN3A	SMAD2	1854005	1845079	9606.ENSP00000353622	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
TNRC6B	CDK6	1860314	1845799	9606.ENSP00000401946	9606.ENSP00000265734	0	0	0	0	0	0	0.900	0	0.899
BCAR1	JAK2	1859585	1857411	9606.ENSP00000391669	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0	0.899
JUN	APOA1	1855436	1843442	9606.ENSP00000360266	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0	0.899
OPRM1	CXCR3	1859815	1855969	9606.ENSP00000394624	9606.ENSP00000362795	0	0	0	0.667	0	0	0.900	0	0.899
MDM2	EIF2C4	1861282	1855854	9606.ENSP00000417281	9606.ENSP00000362306	0	0	0	0	0	0	0.900	0	0.899
HCK	FGR	1856392	1856028	9606.ENSP00000365012	9606.ENSP00000363115	0	0	0	0.961	0	0	0.900	0	0.899
FOXO3	CEBPB	1852227	1848728	9606.ENSP00000339527	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.899
NUP214	KPNB1	1853838	1847208	9606.ENSP00000352400	9606.ENSP00000290158	0	0	0	0	0	0	0.900	0	0.899
RGS4	CXCL1	1859995	1858329	9606.ENSP00000397181	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
HCAR2	CXCR3	1857878	1855969	9606.ENSP00000375066	9606.ENSP00000362795	0	0	0	0.682	0	0	0.900	0	0.899
CXCL1	CCR10	1858329	1851480	9606.ENSP00000379110	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.899
TGIF2	SMAD2	1856003	1845079	9606.ENSP00000362979	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
FOXO3	CDKN1B	1852227	1843169	9606.ENSP00000339527	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
SKI	RBBP4	1856887	1855919	9606.ENSP00000367797	9606.ENSP00000362592	0	0	0	0	0	0	0.900	0	0.899
TAS2R40	TAS2R41	1859132	1859127	9606.ENSP00000386210	9606.ENSP00000386201	0	0	0	0.725	0	0	0.900	0	0.899
PIK3CA	NR3C1	1845446	1843294	9606.ENSP00000263967	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0	0.899
UBA52	TGFBR2	1859324	1853779	9606.ENSP00000388107	9606.ENSP00000351905	0	0	0	0	0	0	0.900	0	0.899
SAP18	SIN3B	1857541	1857097	9606.ENSP00000371973	9606.ENSP00000369131	0	0	0	0	0	0	0.900	0	0.899
EDN1	PIK3CA	1857019	1845446	9606.ENSP00000368683	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
CXCL12	HCAR2	1858332	1857878	9606.ENSP00000379140	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	HTR1B	1859258	1855143	9606.ENSP00000387281	9606.ENSP00000358963	0	0	0	0.749	0	0	0.900	0	0.899
RPS27A	TGFB1	1846244	1842869	9606.ENSP00000272317	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
GNAT3	GRM2	1858594	1858262	9606.ENSP00000381339	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
LPAR2	FOS	1858966	1848822	9606.ENSP00000384665	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0	0.899
VDR	ESR1	1862386	1842435	9606.ENSP00000447173	9606.ENSP00000206249	0	0	0	0.649	0	0	0.900	0	0.899
GRM2	CXCR3	1858262	1855969	9606.ENSP00000378492	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
ADCY5	DRD3	1861410	1857726	9606.ENSP00000419361	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.899
TAS2R40	DRD3	1859132	1857726	9606.ENSP00000386210	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.899
CDC25A	EP300	1848560	1845316	9606.ENSP00000303706	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
RGS4	GRM2	1859995	1858262	9606.ENSP00000397181	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
FKBP1A	TGFB3	1857423	1843496	9606.ENSP00000371138	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0	0.899
HCAR3	GRM4	1862042	1856056	9606.ENSP00000436714	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
MYC	SIN3A	1856789	1854005	9606.ENSP00000367207	9606.ENSP00000353622	0	0	0	0	0	0	0.900	0	0.899
RBBP7	SKIL	1857150	1844666	9606.ENSP00000369424	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.899
ARRB1	CXCL12	1860799	1858332	9606.ENSP00000409581	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
EDN1	LPAR3	1857019	1855308	9606.ENSP00000368683	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
CDKN2A	SMAD3	1859838	1851536	9606.ENSP00000394932	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
ADCY5	ADRA2B	1861410	1859258	9606.ENSP00000419361	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.899
TAS2R39	TAS2R41	1860507	1859127	9606.ENSP00000405095	9606.ENSP00000386201	0	0	0	0.750	0	0	0.900	0	0.899
CXCR4	CCR10	1859216	1851480	9606.ENSP00000386884	9606.ENSP00000332504	0	0	0	0.828	0	0	0.900	0	0.899
RGS6	GRM4	1862736	1856056	9606.ENSP00000451030	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
TFDP1	EIF2C3	1856285	1855848	9606.ENSP00000364519	9606.ENSP00000362287	0	0	0	0	0	0	0.900	0	0.899
JUN	TGFB2	1855436	1854475	9606.ENSP00000360266	9606.ENSP00000355896	0	0	0	0	0	0	0.900	0	0.899
CDKN2A	TFDP1	1859838	1856285	9606.ENSP00000394932	9606.ENSP00000364519	0	0	0	0	0	0	0.900	0	0.899
CXCL1	CCR4	1858329	1851498	9606.ENSP00000379110	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
RGS6	HCAR2	1862736	1857878	9606.ENSP00000451030	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.899
ATF3	SMAD4	1852803	1852473	9606.ENSP00000344352	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
BMI1	EIF2C4	1856537	1855854	9606.ENSP00000365851	9606.ENSP00000362306	0	0	0	0	0	0	0.900	0	0.899
ATF2	CDK4	1845482	1844551	9606.ENSP00000264110	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
GRM2	CNR2	1858262	1856124	9606.ENSP00000378492	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.899
CCR3	CXCL12	1862185	1858332	9606.ENSP00000441600	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
UBA52	SMAD7	1859324	1845078	9606.ENSP00000388107	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0	0.899
HCAR3	DRD3	1862042	1857726	9606.ENSP00000436714	9606.ENSP00000373169	0	0	0	0.627	0	0	0.900	0	0.899
MAX	CDKN2B	1853721	1846519	9606.ENSP00000351490	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0	0.899
TNRC6A	CDK6	1858333	1845799	9606.ENSP00000379144	9606.ENSP00000265734	0	0	0	0	0	0	0.900	0	0.899
MYC	CTCF	1856789	1845456	9606.ENSP00000367207	9606.ENSP00000264010	0	0	0	0	0	0	0.900	0	0.899
SIN3B	SMAD2	1857097	1845079	9606.ENSP00000369131	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
CHRM4	GNB1	1860789	1856899	9606.ENSP00000409378	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.899
TAS2R43	GNAT3	1861884	1858594	9606.ENSP00000431719	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.899
E2F5	MYC	1860048	1856789	9606.ENSP00000398124	9606.ENSP00000367207	0	0	0	0	0	0	0.900	0	0.899
CASR	OPRM1	1861464	1859815	9606.ENSP00000420194	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0	0.899
CASR	GNAI3	1861464	1855121	9606.ENSP00000420194	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.899
E2F4	SMAD4	1857021	1852473	9606.ENSP00000368686	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CASR	CXCL12	1861464	1858332	9606.ENSP00000420194	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
HDAC1	ABL1	1855935	1855665	9606.ENSP00000362649	9606.ENSP00000361423	0	0	0	0	0	0	0.900	0	0.899
MYOD1	MAPK14	1843984	1843222	9606.ENSP00000250003	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
CREBBP	CCND2	1845124	1844875	9606.ENSP00000262367	9606.ENSP00000261254	0	0	0	0	0	0	0.900	0	0.899
NPM1	NUP153	1847808	1845057	9606.ENSP00000296930	9606.ENSP00000262077	0	0	0	0	0	0	0.900	0	0.899
CEBPB	MAPK14	1848728	1843222	9606.ENSP00000305422	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
CXCL12	CCL25	1858332	1857886	9606.ENSP00000379140	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.899
NCOR2	MAPK1	1858893	1842512	9606.ENSP00000384018	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
SMAD4	HIF1A	1852473	1852062	9606.ENSP00000341551	9606.ENSP00000338018	0	0	0	0	0	0	0.900	0	0.899
FOXO4	CDKN1B	1856074	1843169	9606.ENSP00000363377	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
ETS1	FOXO1	1858032	1857055	9606.ENSP00000376436	9606.ENSP00000368880	0	0	0	0	0	0.900	0	0	0.899
TDGF1	NODAL	1847689	1847052	9606.ENSP00000296145	9606.ENSP00000287139	0	0	0	0	0	0	0.900	0	0.899
HCAR3	CXCL12	1862042	1858332	9606.ENSP00000436714	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
FOXO3	KAT2B	1852227	1845408	9606.ENSP00000339527	9606.ENSP00000263754	0	0	0	0	0	0	0.900	0	0.899
ADRA2C	GRM4	1859088	1856056	9606.ENSP00000386069	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
PIK3CA	CCND1	1845446	1843117	9606.ENSP00000263967	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
MAX	TP53	1853721	1846083	9606.ENSP00000351490	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
MAPK11	CEBPB	1851615	1848728	9606.ENSP00000333685	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.899
ADCY5	CHRM4	1861410	1860789	9606.ENSP00000419361	9606.ENSP00000409378	0	0	0	0	0	0	0.900	0	0.899
CASR	TAS2R40	1861464	1859132	9606.ENSP00000420194	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.899
NCOR2	SKI	1858893	1856887	9606.ENSP00000384018	9606.ENSP00000367797	0	0	0	0	0	0	0.900	0	0.899
TGFB3	TGFB1	1843496	1842869	9606.ENSP00000238682	9606.ENSP00000221930	0	0	0	0.923	0	0	0.900	0	0.899
HCAR2	OXER1	1857878	1856912	9606.ENSP00000375066	9606.ENSP00000367930	0	0	0	0.859	0	0	0.900	0	0.899
CHRM4	RGS4	1860789	1859995	9606.ENSP00000409378	9606.ENSP00000397181	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	GRM2	1859258	1858262	9606.ENSP00000387281	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
EP300	MED15	1845316	1845304	9606.ENSP00000263253	9606.ENSP00000263205	0	0	0	0	0	0	0.900	0	0.899
CXCL12	EDN1	1858332	1857019	9606.ENSP00000379140	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0	0.899
HDAC1	CCND3	1855935	1855798	9606.ENSP00000362649	9606.ENSP00000362082	0	0	0	0	0	0	0.900	0	0.899
CXCL2	CCR4	1861702	1851498	9606.ENSP00000427279	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
RGS4	ADRA2B	1859995	1859258	9606.ENSP00000397181	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.899
CBX6	SUZ12	1858948	1849881	9606.ENSP00000384490	9606.ENSP00000316578	0	0	0	0	0	0	0.900	0	0.899
TFDP2	MYC	1861493	1856789	9606.ENSP00000420616	9606.ENSP00000367207	0	0	0	0	0	0	0.900	0	0.899
CASR	GNAT3	1861464	1858594	9606.ENSP00000420194	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.899
EIF2C3	CDK4	1855848	1844551	9606.ENSP00000362287	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
GRM2	GRM4	1858262	1856056	9606.ENSP00000378492	9606.ENSP00000363296	0	0	0	0.928	0	0	0.900	0	0.899
CXCL12	FGR	1858332	1856028	9606.ENSP00000379140	9606.ENSP00000363115	0	0	0	0	0	0	0.900	0	0.899
TFDP1	EIF2C1	1856285	1855852	9606.ENSP00000364519	9606.ENSP00000362300	0	0	0	0	0	0	0.900	0	0.899
OPRM1	NMS	1859815	1856567	9606.ENSP00000394624	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.899
RGS6	LPAR2	1862736	1858966	9606.ENSP00000451030	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.899
SMAD4	CDK4	1852473	1844551	9606.ENSP00000341551	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
NCOR2	CDK4	1858893	1844551	9606.ENSP00000384018	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
KPNB1	SNAI1	1847208	1843697	9606.ENSP00000290158	9606.ENSP00000244050	0	0	0	0	0	0.900	0	0	0.899
EIF2C4	TP53	1855854	1846083	9606.ENSP00000362306	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
CXCL1	CXCR3	1858329	1855969	9606.ENSP00000379110	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
FOS	TGFB3	1848822	1843496	9606.ENSP00000306245	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0	0.899
IFNB1	KAT2B	1857184	1845408	9606.ENSP00000369581	9606.ENSP00000263754	0	0	0	0	0	0	0.900	0	0.899
MYC	PDGFRB	1856789	1844996	9606.ENSP00000367207	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0	0.899
LPAR2	CCR4	1858966	1851498	9606.ENSP00000384665	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
CXCL12	LPAR3	1858332	1855308	9606.ENSP00000379140	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
PLAU	PDGFRB	1855748	1844996	9606.ENSP00000361850	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0	0.899
TFDP2	SMAD3	1861493	1851536	9606.ENSP00000420616	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
TNRC6B	TP53	1860314	1846083	9606.ENSP00000401946	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
GRM4	LPAR3	1856056	1855308	9606.ENSP00000363296	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
RGS14	CXCL1	1859140	1858329	9606.ENSP00000386229	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
IL10	GATA3	1860958	1857010	9606.ENSP00000412237	9606.ENSP00000368632	0	0	0	0	0	0	0.900	0	0.899
MUC2	SMAD3	1861142	1851536	9606.ENSP00000415183	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
S1PR2	MAPK1	1863970	1842512	9606.ENSP00000466933	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
GRM2	HTR1B	1858262	1855143	9606.ENSP00000378492	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
CCR3	CXCR4	1862185	1859216	9606.ENSP00000441600	9606.ENSP00000386884	0	0	0	0.837	0	0	0.900	0	0.899
E2F1	CDC25A	1852951	1848560	9606.ENSP00000345571	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0	0.899
SMURF1	ZFYVE9	1854172	1847085	9606.ENSP00000354621	9606.ENSP00000287727	0	0	0	0	0	0	0.900	0	0.899
GNAT3	GNAS	1858594	1855402	9606.ENSP00000381339	9606.ENSP00000360141	0	0	0	0.908	0	0	0.900	0	0.899
CXCR4	EDN1	1859216	1857019	9606.ENSP00000386884	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0	0.899
MAX	PIN1	1853721	1843886	9606.ENSP00000351490	9606.ENSP00000247970	0	0	0	0	0	0	0.900	0	0.899
EDN1	CREBBP	1857019	1845124	9606.ENSP00000368683	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
RGS14	GNB1	1859140	1856899	9606.ENSP00000386229	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.899
CASR	HTR1B	1861464	1855143	9606.ENSP00000420194	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
TNRC6A	MAPK14	1858333	1843222	9606.ENSP00000379144	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
SDC4	APOA1	1855743	1843442	9606.ENSP00000361818	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0	0.899
RGS4	P2RY4	1859995	1856135	9606.ENSP00000397181	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.899
CCND3	EP300	1855798	1845316	9606.ENSP00000362082	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
CXCL12	GNAI3	1858332	1855121	9606.ENSP00000379140	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.899
TFDP2	TFDP1	1861493	1856285	9606.ENSP00000420616	9606.ENSP00000364519	0	0	0	0.967	0	0	0.900	0	0.899
STRAP	TGFB1	1859630	1842869	9606.ENSP00000392270	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
RUNX2	WWTR1	1855482	1854042	9606.ENSP00000360493	9606.ENSP00000353847	0	0	0	0	0	0	0.900	0	0.899
JUN	TGFB3	1855436	1843496	9606.ENSP00000360266	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0	0.899
NCOR2	TGFB1	1858893	1842869	9606.ENSP00000384018	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
MUC2	EP300	1861142	1845316	9606.ENSP00000415183	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
BCAR1	PIK3CA	1859585	1845446	9606.ENSP00000391669	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
TFDP1	PLAU	1856285	1855748	9606.ENSP00000364519	9606.ENSP00000361850	0	0	0	0	0	0	0.900	0	0.899
CHRM4	HTR1B	1860789	1855143	9606.ENSP00000409378	9606.ENSP00000358963	0	0	0	0.720	0	0	0.900	0	0.899
OPRM1	RGS14	1859815	1859140	9606.ENSP00000394624	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.899
CCND3	PIK3CA	1855798	1845446	9606.ENSP00000362082	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
TFDP1	SUZ12	1856285	1849881	9606.ENSP00000364519	9606.ENSP00000316578	0	0	0	0	0	0	0.900	0	0.899
CCR3	CXCL1	1862185	1858329	9606.ENSP00000441600	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
TFDP1	CDKN1B	1856285	1843169	9606.ENSP00000364519	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
OPRM1	CXCL12	1859815	1858332	9606.ENSP00000394624	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
FOS	TP53	1848822	1846083	9606.ENSP00000306245	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
SIN3B	SMAD3	1857097	1851536	9606.ENSP00000369131	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
EDN1	HIF1A	1857019	1852062	9606.ENSP00000368683	9606.ENSP00000338018	0	0	0	0	0	0	0.900	0	0.899
VDR	AR	1862386	1856164	9606.ENSP00000447173	9606.ENSP00000363822	0	0	0	0.632	0	0	0.900	0	0.899
SIN3B	E2F4	1857097	1857021	9606.ENSP00000369131	9606.ENSP00000368686	0	0	0	0	0	0	0.900	0	0.899
TFDP2	SMAD4	1861493	1852473	9606.ENSP00000420616	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
RUNX2	MAPK1	1855482	1842512	9606.ENSP00000360493	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
LPAR2	CXCR3	1858966	1855969	9606.ENSP00000384665	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
SIN3B	MAX	1857097	1853721	9606.ENSP00000369131	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.899
OPRM1	GPR55	1859815	1857975	9606.ENSP00000394624	9606.ENSP00000375893	0	0	0	0.674	0	0	0.900	0	0.899
CCR3	CCL25	1862185	1857886	9606.ENSP00000441600	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.899
CDKN2B	CDKN1B	1846519	1843169	9606.ENSP00000276925	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
TAS2R39	TAS2R40	1860507	1859132	9606.ENSP00000405095	9606.ENSP00000386210	0	0	0	0.947	0	0	0.900	0	0.899
CCL25	CXCR3	1857886	1855969	9606.ENSP00000375086	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
EIF2C3	TP53	1855848	1846083	9606.ENSP00000362287	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
CHRM4	CNR2	1860789	1856124	9606.ENSP00000409378	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.899
CTCF	CDKN1B	1845456	1843169	9606.ENSP00000264010	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
TGFB2	ATF2	1854475	1845482	9606.ENSP00000355896	9606.ENSP00000264110	0	0	0	0	0	0	0.900	0	0.899
ADCY5	GRM2	1861410	1858262	9606.ENSP00000419361	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
FOS	CDKN1B	1848822	1843169	9606.ENSP00000306245	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
CDKN2B	SMAD2	1846519	1845079	9606.ENSP00000276925	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
NEDD4L	TGFBR2	1858810	1853779	9606.ENSP00000383199	9606.ENSP00000351905	0	0	0	0	0	0	0.900	0	0.899
CXCR3	LPAR3	1855969	1855308	9606.ENSP00000362795	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
FGR	ABL1	1856028	1855665	9606.ENSP00000363115	9606.ENSP00000361423	0	0	0	0.897	0	0	0.900	0	0.899
EDN1	MAPK1	1857019	1842512	9606.ENSP00000368683	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
E2F5	CDKN1B	1860048	1843169	9606.ENSP00000398124	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
FOXO1	SMAD2	1857055	1845079	9606.ENSP00000368880	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
SPIRE1	FMN2	1859256	1850090	9606.ENSP00000387266	9606.ENSP00000318884	0	0	0	0	0	0.900	0	0	0.899
PML	SMAD7	1845989	1845078	9606.ENSP00000268058	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0	0.899
CASR	LPAR3	1861464	1855308	9606.ENSP00000420194	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
SIN3A	MAX	1854005	1853721	9606.ENSP00000353622	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.899
